gen;best;worst;mean;median;variance;std_dev;diversity
1;10;30;19.472;19.0;10.473689689689692;3.236308033807921;0.3733493102073334
2;9;28;18.997000000000046;19.0;9.458449449449445;3.075459225782297;0.36678395822402265
3;7;30;19.19599999999998;19.0;11.659243243243246;3.4145634044842756;0.3819523039240921
4;7;29;19.112000000000027;19.0;11.286742742742744;3.359574786002351;0.3799294558849845
5;7;31;19.169999999999995;19.0;11.558658658658656;3.3998027381980056;0.38056938561507037
6;7;29;19.063000000000017;19.0;10.873904904904899;3.297560447498256;0.3772310345346813
7;7;31;18.941999999999997;19.0;12.250886886886883;3.5001266958335786;0.38439747251744644
8;7;29;18.793999999999986;19.0;11.851415415415406;3.442588476047552;0.3828281095172748
9;7;29;18.85099999999996;19.0;12.373172172172168;3.517552014138834;0.3852030686671636
10;7;32;18.81299999999998;19.0;12.168199199199194;3.48829459753605;0.3837125536040146
11;7;30;18.856000000000012;19.0;11.963227227227238;3.4587898501104744;0.38360118875424526
12;7;28;18.775999999999993;19.0;12.222046046046044;3.4960042972007406;0.384674262639001
13;7;28;18.868999999999986;19.0;12.23807707707708;3.4982963106456664;0.38482683929624895
14;7;29;18.657999999999998;19.0;12.077113113113109;3.475214110398539;0.38341153928845695
15;7;28;18.54099999999997;18.0;12.04035935935936;3.46992209701592;0.38353906175477853
16;7;30;18.528;19.0;13.384600600600601;3.6584970412179647;0.3922842061213734
17;7;29;18.70400000000002;19.0;12.186570570570572;3.490926892756503;0.38502924979178604
18;7;29;18.490000000000013;18.5;14.104004004004016;3.7555297900567925;0.3942277611595284
19;7;30;18.39700000000001;18.0;13.268659659659663;3.6426171442603823;0.39090512923409776
20;7;30;18.721999999999984;19.0;13.161877877877872;3.627930247107553;0.38925081363737335
21;7;30;18.43300000000001;19.0;13.981492492492492;3.7391833991518113;0.3940372317842838
22;7;29;18.456999999999997;18.5;14.887038038038039;3.8583724597345497;0.3996583503255687
23;7;31;18.409;18.0;13.070789789789787;3.6153547253056355;0.38950559563845566
24;7;28;18.475999999999996;19.0;12.758182182182185;3.5718597651898634;0.38754761895150436
25;7;29;18.563999999999982;19.0;13.375279279279281;3.6572228916596377;0.3919204954453979
26;7;30;18.482000000000017;18.0;14.101777777777786;3.7552333852608664;0.3951382265890675
27;7;29;18.300999999999988;18.0;13.125524524524524;3.622916577085998;0.39035974718946614
28;7;30;18.37099999999997;18.0;13.440799799799803;3.6661696359824654;0.39147219892688634
29;7;28;18.341999999999988;18.0;12.561597597597604;3.544234416287614;0.38598962243481144
30;7;31;18.399000000000004;18.0;13.8036026026026;3.7153199865694746;0.3933142927868989
31;7;28;18.289999999999985;18.0;13.605505505505512;3.6885641522827703;0.39197623706537094
32;6;30;18.567000000000007;19.0;13.909420420420417;3.7295335392539934;0.39358850498811987
33;6;33;18.756999999999994;19.0;13.82978078078076;3.718841322345007;0.3936064527598273
34;6;30;18.471999999999987;18.0;14.651867867867864;3.8277758382470446;0.39773656883584424
35;6;29;18.565999999999995;18.0;14.031675675675675;3.7458878354371046;0.39454814696665724
36;6;32;18.314999999999994;18.0;15.04882382382382;3.879281354042759;0.40057892277602536
