gen;best;worst;mean;median;variance;std_dev;diversity
1;10;31;19.639999999999976;20.0;10.116516516516514;3.1806471851679046;0.37142867517115824
2;8;29;19.35900000000001;19.0;11.019138138138134;3.3195087193948045;0.377319260808942
3;8;28;19.182999999999986;19.0;11.022533533533538;3.3200201104110105;0.37772660554009957
4;7;30;19.15100000000001;19.0;10.650849849849859;3.2635639797389997;0.3751140018818734
5;7;29;18.911000000000012;19.0;12.203282282282286;3.493319665058193;0.38518525901977546
6;7;29;19.06699999999999;19.0;11.912423423423418;3.451437877671191;0.3828956110924635
7;7;32;19.171000000000035;19.0;11.142901901901899;3.3380985458643817;0.37829603213690965
8;7;29;18.967999999999975;19.0;11.848824824824835;3.442212199273141;0.38279702497404994
9;7;29;18.916999999999973;19.0;12.01412512512513;3.4661398017283043;0.38328044362741986
10;7;30;18.951999999999988;19.0;13.110806806806808;3.6208848099334516;0.39039993823817165
11;7;30;18.628999999999973;19.0;11.685044044044043;3.418339369349398;0.3815497176789531
12;7;30;18.684;19.0;12.34849249249249;3.5140421870678344;0.38551419797044834
13;7;30;18.802000000000017;19.0;12.004800800800806;3.464794481755131;0.38379347904181865
14;7;30;18.624999999999986;19.0;12.34471971971972;3.513505332245807;0.38640470179240527
15;7;32;18.747000000000032;19.0;12.291282282282273;3.5058925086605655;0.38555560729877303
16;7;30;18.662000000000006;19.0;12.852608608608602;3.5850535014987717;0.38870107977363355
17;7;32;18.854999999999958;19.0;13.339314314314313;3.652302604428378;0.3913146992121924
18;7;31;18.68500000000002;19.0;12.348123123123125;3.513989630480307;0.38528706939469815
19;7;30;18.791999999999994;19.0;12.8635995995996;3.5865860647138526;0.38708444844882356
20;7;29;18.72500000000002;19.0;12.762137137137127;3.572413349143283;0.38782249424228554
21;7;29;18.644999999999985;19.0;12.88586086086086;3.589688128634695;0.38908203405873454
22;7;32;18.940999999999995;19.0;14.253772772772779;3.7754169005253946;0.39652789364519525
23;7;32;18.661;19.0;13.42350250250251;3.663809834380397;0.3907894011317237
24;7;29;18.743000000000002;19.0;13.890841841841844;3.7270419694231838;0.3943671283975141
25;7;28;18.750000000000004;19.0;13.186686686686686;3.631347778261769;0.38970383044505186
26;7;29;18.702000000000037;19.0;12.541737737737732;3.5414315943891577;0.38626156017961144
27;7;28;18.647999999999996;18.5;12.786882882882885;3.5758751212651267;0.3878283160317359
28;7;30;18.973;19.0;13.133404404404402;3.624003918927848;0.39066271428190874
29;7;31;18.539000000000023;19.0;13.530009009009019;3.6783160561606203;0.39258237547689917
30;7;31;18.661999999999992;19.0;13.313069069069071;3.6487078629384775;0.39055175244144597
31;7;32;18.45200000000001;18.0;13.519215215215226;3.6768485439592458;0.3915912816936426
32;7;30;18.64799999999997;19.0;13.647743743743744;3.6942852818567955;0.392776996603313
33;7;29;18.667;19.0;14.702813813813819;3.8344248348107985;0.3978197190043396
34;7;32;18.79200000000001;19.0;13.89663263263264;3.727818749970637;0.3927994249673212
35;7;31;18.642000000000007;19.0;13.515351351351354;3.6763230749420477;0.3922711069955332
36;7;31;18.620000000000015;19.0;13.419019019019014;3.663197922446863;0.39222195765410445
37;7;30;18.746999999999982;19.0;14.05104204204204;3.7484719609518278;0.3943072030416024
38;7;30;18.491999999999997;19.0;14.560496496496487;3.81582186383176;0.3975515851223722
39;7;30;18.66000000000003;19.0;14.386786786786782;3.792991798934817;0.3963286339587368
40;7;30;18.69700000000001;19.0;13.891082082082086;3.7270741986284746;0.39495361406679236
41;7;30;18.72500000000002;19.0;15.044419419419425;3.8787136294678195;0.39984575505589515
42;7;29;18.500000000000007;18.0;14.854854854854851;3.8541996386869806;0.3992454037124929
43;7;32;18.324999999999978;18.0;15.695070070070068;3.961700401351681;0.40284956855166726
44;6;30;18.436000000000014;18.0;17.24114514514515;4.152245795367267;0.4087485928415247
45;6;30;18.28299999999999;18.0;17.160071071071076;4.1424716137918285;0.4088343721282235
46;6;31;18.32299999999997;18.0;17.826497497497492;4.222143708768982;0.4114447040056726
47;6;30;18.30399999999997;18.0;16.92851251251251;4.114427361433485;0.4066465198613722
48;6;31;18.285;18.0;16.252027027027033;4.031380288068472;0.4055005036028594
49;6;31;18.120000000000008;18.0;17.679279279279275;4.2046735044803745;0.41175540993217213
50;6;32;18.578000000000003;19.0;17.16508108108107;4.143076282314999;0.4080980043227158
51;6;31;18.391999999999978;18.0;17.746082082082097;4.212609889614999;0.4102471419932882
52;6;32;18.371000000000002;18.0;19.276635635635653;4.390516556811471;0.41624540697308815
53;6;31;18.296000000000006;18.0;19.920304304304288;4.463216811258925;0.41812398505905146
54;6;30;18.093;18.0;18.869220220220228;4.343871570410459;0.41320739860313616
55;6;32;18.053000000000008;18.0;20.889080080080085;4.570457316295611;0.4203127972873598
56;6;32;18.255000000000006;18.0;22.43641141141138;4.736708921963791;0.42702617735026
57;6;32;18.398000000000014;18.0;20.814410410410414;4.5622812726102735;0.4206016727788279
58;6;33;18.2;18.0;20.93493493493493;4.5754710068948015;0.4226265676835331
59;6;30;18.229999999999983;18.0;21.254354354354344;4.610244500496079;0.42297529434876074
60;5;34;18.16100000000001;18.0;20.439518518518547;4.521008573152516;0.4208680349048743
61;5;33;18.422000000000004;18.0;18.890806806806793;4.346355577585294;0.41539391932542513
62;5;32;18.219;18.0;19.668707707707718;4.434941680305133;0.41800619762822505
63;5;31;18.46399999999999;18.0;19.378082082082088;4.402054302491291;0.41766499894629183
64;5;32;18.303999999999963;18.0;18.19978378378379;4.266120460533644;0.4133952410086316
65;5;31;18.142999999999983;18.0;18.02657757757759;4.245771729329968;0.41244277468188434
66;5;31;18.262999999999987;18.0;20.29612712712713;4.505122320994973;0.42054785762618657
67;5;33;18.13999999999998;18.0;18.258658658658668;4.273015171826408;0.412729475316543
68;5;31;18.314999999999976;18.0;18.916691691691696;4.349332327115473;0.41529408017167774
69;5;31;18.196;18.0;19.427011011010997;4.4076083096177;0.41790063212195716
70;5;30;18.458999999999993;18.0;17.810129129129116;4.220204868146701;0.4118749159204564
71;5;30;18.442000000000004;18.0;18.010646646646663;4.2438952209787955;0.41171491037364655
72;5;32;18.409999999999997;18.0;18.948848848848858;4.3530275497461375;0.41590849659164175
73;5;30;18.346999999999994;18.0;18.993584584584582;4.358162982792702;0.414429178835583
74;5;30;18.01399999999999;18.0;18.97077477477479;4.355545290176052;0.41533279175288723
75;5;30;18.24899999999997;18.0;19.040039039039033;4.363489319230544;0.4153434140489134
76;5;31;18.466999999999988;18.0;20.43935035035035;4.520989974590781;0.420658071972352
77;5;32;18.047000000000004;18.0;18.6194104104104;4.315021484350964;0.41367573486163783
78;5;32;18.152000000000005;18.0;20.03292892892893;4.47581600704597;0.41953213573587766
79;5;30;18.331999999999976;18.0;20.368144144144154;4.513108035948636;0.4205279153885574
80;5;35;18.264;18.0;19.82613013013014;4.452654279205847;0.41872083127876114
81;5;30;18.381999999999998;18.0;19.994070070070066;4.471472919527755;0.4175850441027168
82;5;30;18.32299999999998;18.0;19.422093093093103;4.4070503846782945;0.41705195929743516
83;5;32;18.313000000000002;18.0;19.230261261261248;4.385232178717707;0.41665690435338376
84;5;31;18.38900000000002;18.0;19.599278278278273;4.4271072133254545;0.4187928586060476
85;4;31;18.551000000000002;19.0;19.925324324324315;4.463779152727464;0.4194614525561515
86;4;31;18.44599999999999;18.0;20.199283283283272;4.494361276453337;0.41820634449602373
87;4;34;18.16099999999999;18.0;21.652731731731723;4.653249588377108;0.42374170140888867
88;4;31;18.389;18.0;19.75343243243243;4.444483370700405;0.41918536814230045
89;4;31;18.517999999999997;19.0;19.95362962962963;4.466948581484863;0.418936241696911
90;4;31;18.26699999999999;18.0;19.973684684684674;4.469192844875311;0.4184066830743172
91;4;32;17.733000000000022;18.0;19.130841841841846;4.373881781877723;0.4157157518502034
92;4;34;18.33199999999999;18.0;20.458234234234236;4.523077960220698;0.42064543164733076
93;4;31;18.427999999999997;18.0;21.790606606606605;4.668040981675997;0.42443273874213466
94;4;31;18.647000000000002;19.0;20.142533533533527;4.488043397019855;0.41891411209987817
95;4;31;18.418000000000013;18.0;21.232508508508513;4.607874619443167;0.4214967421408298
96;4;30;18.281999999999986;18.0;19.89837437437437;4.4607593943603785;0.4187870949282303
97;4;29;18.261000000000003;18.0;18.98386286286288;4.357047493758001;0.41486062402307505
98;4;31;18.137999999999998;18.0;19.778734734734734;4.447328943841993;0.41870753921538567
99;4;34;18.244000000000007;18.0;20.05652052052052;4.4784506830510615;0.4192263827192875
100;4;30;18.35500000000001;18.0;19.462437437437423;4.411625260313643;0.41767537364856916
101;4;30;18.092999999999982;18.0;19.802153153153146;4.449961028273522;0.4179817380823444
102;4;31;18.056999999999984;18.0;19.16491591591593;4.377775224462299;0.416642917005008
103;4;31;18.319999999999986;18.0;21.358958958958954;4.621575376314764;0.4235951400023516
104;4;35;18.092000000000017;18.0;20.017553553553547;4.474098071517157;0.41899816391569095
105;4;32;18.056999999999995;18.0;20.239990990990982;4.498887750432432;0.421234902017187
106;4;35;18.028999999999993;18.0;19.647806806806813;4.4325846643698545;0.4186165760043545
107;4;31;18.223000000000013;18.0;19.975246246246265;4.469367544322828;0.4185557086679332
108;4;35;18.399999999999995;18.0;19.5935935935936;4.426465135251107;0.4184030106900859
109;4;30;18.09400000000001;18.0;18.479643643643644;4.298795603845761;0.414515339403239
110;4;31;18.174000000000007;18.0;19.865589589589604;4.457083080848909;0.4198903466078771
111;4;33;18.500999999999998;18.0;19.03703603603604;4.363145199971695;0.41444132436283826
112;4;31;18.23600000000003;18.0;18.680984984984992;4.32215050466605;0.4136505734334241
113;4;31;17.89800000000001;18.0;18.764360360360353;4.331784893131277;0.4156196776789096
114;4;31;18.227000000000007;18.0;19.004475475475484;4.359412285558167;0.41498912465434695
115;4;31;18.08100000000002;18.0;17.650089089089093;4.201200910345647;0.4107552388751254
116;4;31;17.80799999999998;18.0;18.12526126126126;4.257377274950067;0.4113110915247628
117;4;30;17.587000000000014;17.0;19.10753853853853;4.371217054612884;0.41610839402735417
118;4;33;18.108000000000025;18.0;19.623959959959965;4.429893899402103;0.417362584340653
119;4;29;17.908999999999992;18.0;17.984703703703694;4.24083761817211;0.4107058239313174
120;4;33;17.87399999999998;18.0;18.178302302302313;4.263602033762334;0.4132670010564345
121;4;31;17.93899999999998;18.0;18.171450450450422;4.262798429488594;0.41272892946900364
122;4;30;18.085000000000004;18.0;17.080855855855848;4.132899207076776;0.40735235799675523
