gen;best;worst;mean;median;variance;std_dev;diversity
1;8;30;19.421000000000024;19.0;9.541300300300295;3.0888995290071017;0.3675057680028682
2;8;33;19.25;19.0;10.910410410410412;3.303091038771171;0.3767484548859963
3;8;28;19.133999999999997;19.0;10.608652652652646;3.257092668723542;0.37413114292503163
4;8;34;19.09999999999998;19.0;10.204204204204194;3.1944020104245165;0.37078017072439046
5;8;30;19.539000000000005;19.0;11.417896896896902;3.379037865561276;0.3799349174811535
6;8;28;19.25300000000003;19.0;10.217208208208215;3.1964367987195077;0.3719398146907714
7;8;28;19.09700000000001;19.0;11.583174174174172;3.4034062605240316;0.38106728754440095
8;8;30;18.995000000000008;19.0;11.972947947947945;3.460194784683074;0.3838332802054366
9;8;30;18.79899999999998;19.0;11.83042942942943;3.4395391303820677;0.3829923394309963
10;8;31;18.80100000000001;19.0;12.03543443443444;3.4692123651391595;0.3839997417785387
11;8;29;19.090000000000003;19.0;11.725625625625621;3.4242700865477333;0.38174644548507275
12;8;30;19.019000000000005;19.0;13.782421421421413;3.712468373120694;0.39416240298986
13;7;29;18.77600000000002;19.0;12.888712712712712;3.590085335018196;0.3883739459365061
14;7;30;18.817999999999998;19.0;13.079955955955963;3.6166221748968974;0.3898028566126675
15;7;29;18.894999999999985;19.0;11.983958958958972;3.461785516024783;0.38349877021910167
16;7;29;18.769999999999992;19.0;13.150250250250235;3.6263273776991283;0.39052431090036993
17;7;30;18.929000000000023;19.0;12.278237237237235;3.504031569098263;0.3858748001865202
18;7;29;18.904999999999998;19.0;13.751726726726726;3.7083320680228633;0.3931888576029268
19;7;32;18.720999999999993;19.0;12.365524524524526;3.516464776522655;0.3855106648337235
20;7;29;18.640999999999973;19.0;13.573692692692703;3.684249271248174;0.3930627293901301
21;7;30;18.80899999999999;19.0;13.293812812812819;3.646068130577488;0.3909066579346434
22;7;30;18.919999999999984;19.0;14.039639639639644;3.7469507121978056;0.3948606120624296
23;7;30;18.861999999999984;19.0;13.68063663663664;3.698734464196726;0.3932074557948209
24;6;30;18.794000000000036;19.0;13.929493493493489;3.7322236660593493;0.39425471507130017
25;6;31;18.889;19.0;12.967646646646653;3.6010618776475716;0.38907214875816165
26;6;30;18.777000000000022;19.0;14.507778778778766;3.8089078196746593;0.39705991613840896
27;6;29;18.644999999999996;19.0;13.212187187187185;3.6348572444027543;0.3893159305993927
28;6;30;18.95399999999997;19.0;14.268152152152155;3.777320763736137;0.39606078199597944
29;6;29;18.61000000000001;19.0;13.739639639639652;3.7067019895912394;0.3929474951465214
30;6;31;18.756000000000014;19.0;13.762226226226218;3.709747461246684;0.392630139482862
31;6;31;18.676999999999968;19.0;15.161832832832836;3.8938198254198713;0.4003403845447577
32;6;30;18.683999999999983;19.0;13.641785785785784;3.69347881891663;0.3934156833213403
33;6;32;18.95499999999997;19.0;13.500475475475481;3.674299317621726;0.39194470339297627
34;5;28;18.715000000000018;19.0;13.727502502502514;3.7050644397233516;0.3910284476646021
35;5;30;18.83699999999997;19.0;12.907338338338329;3.592678435142551;0.3880502223464168
36;5;32;18.839;19.0;13.254333333333333;3.640650125092129;0.3907924306775735
37;5;31;18.940999999999974;19.0;13.863382382382385;3.7233563329853867;0.39282228557352555
38;5;29;18.795999999999996;19.0;13.900284284284286;3.728308501758443;0.39333318534017564
39;5;31;18.84099999999999;19.0;12.636355355355356;3.5547651617730467;0.38625273583713693
40;5;31;18.64599999999999;19.0;12.847531531531535;3.5843453421136107;0.38765516861080623
41;5;28;18.779999999999994;19.0;13.074674674674675;3.615891961145227;0.3887948666825586
42;5;31;18.668999999999972;19.0;13.947386386386404;3.734619978844756;0.3941436391041539
43;5;29;18.85900000000001;19.0;13.664783783783784;3.696590832616424;0.3919482946725562
44;5;31;18.821000000000012;19.0;15.264223223223205;3.9069455106544813;0.4006825063744884
45;5;31;18.82999999999999;19.0;13.55265265265264;3.6813927599011547;0.3920589880081321
46;5;30;18.71;19.0;14.906806806806818;3.860933411340685;0.39904327162438663
47;5;30;18.89599999999998;19.0;14.093277277277274;3.7541013941124812;0.39484252728892794
48;5;29;18.655000000000026;19.0;15.002977977977988;3.873367782431458;0.3996661082055197
49;5;33;18.751000000000005;19.0;14.149148148148136;3.7615353445299613;0.39423437267238154
50;5;29;18.77700000000001;18.0;13.534805805805789;3.678968035442247;0.3907994570784533
51;5;30;18.806000000000004;19.0;12.657021021021023;3.5576707297079957;0.3861537216601859
52;5;32;18.679;19.0;12.438397397397397;3.526811222251256;0.38526269350846926
